./train_v1.py --exp_suffix fc-cd --data_dir ../../data/PartNetShapeData-Chair/train --val_data_dir ../../data/PartNetShapeData-Chair/val --num_point 2048 --decoder_type fc --loss_type cd --model_version model_v1 --overwrite

Random Seed: 3124256514
Using device: cuda:0

[PartNetPartDataset 4489] data_dir: ../../data/PartNetShapeData-Chair/train, num_point: 2048
[PartNetPartDataset 617] data_dir: ../../data/PartNetShapeData-Chair/val, num_point: 2048
Using FCDecoder-NoBN!

Network(
  (encoder): PointNet(
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 256, kernel_size=(1,), stride=(1,))
    (conv4): Conv1d(256, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn4): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fc1): Linear(in_features=1024, out_features=1024, bias=True)
    (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fc2): Linear(in_features=1024, out_features=128, bias=True)
    (bn6): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (decoder): FCDecoder(
    (mlp1): Linear(in_features=128, out_features=1024, bias=True)
    (mlp2): Linear(in_features=1024, out_features=1024, bias=True)
    (mlp3): Linear(in_features=1024, out_features=6144, bias=True)
  )
)

training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:13:50   223/1000     val         7/19         22.3%      5.31E-04    0.00349
 02:13:52   223/1000    train       60/140        22.3%      5.31E-04    0.00301
 02:13:53   223/1000     val         9/19         22.4%      5.31E-04    0.00314
 02:13:54   223/1000    train       70/140        22.4%      5.31E-04    0.00285
 02:13:55   223/1000    train       80/140        22.4%      5.31E-04    0.00324
 02:13:57   223/1000     val        11/19         22.4%      5.31E-04    0.00311
 02:13:59   223/1000    train       90/140        22.4%      5.31E-04    0.00269
 02:14:01   223/1000     val        13/19         22.4%      5.31E-04    0.00329
 02:14:01   223/1000    train      100/140        22.4%      5.31E-04    0.00284
 02:14:03   223/1000    train      110/140        22.4%      5.31E-04    0.00306
 02:14:04   223/1000     val        15/19         22.4%      5.31E-04    0.00291
 02:14:05   223/1000    train      120/140        22.4%      5.31E-04    0.00329
 02:14:08   223/1000     val        17/19         22.4%      5.31E-04    0.00290
 02:14:08   223/1000    train      130/140        22.4%      5.31E-04    0.00283
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:14:11   224/1000    train        0/140        22.4%      5.31E-04    0.00270
 02:14:12   224/1000     val         0/19         22.4%      5.31E-04    0.00340
 02:14:14   224/1000    train       10/140        22.4%      5.31E-04    0.00292
 02:14:15   224/1000     val         2/19         22.4%      5.31E-04    0.00309
 02:14:16   224/1000    train       20/140        22.4%      5.31E-04    0.00287
 02:14:19   224/1000     val         4/19         22.4%      5.31E-04    0.00329
 02:14:19   224/1000    train       30/140        22.4%      5.31E-04    0.00276
 02:14:21   224/1000    train       40/140        22.4%      5.31E-04    0.00295
 02:14:23   224/1000     val         6/19         22.4%      5.31E-04    0.00332
 02:14:23   224/1000    train       50/140        22.4%      5.31E-04    0.00261
 02:14:26   224/1000     val         8/19         22.4%      5.31E-04    0.00327
 02:14:26   224/1000    train       60/140        22.4%      5.31E-04    0.00249
 02:14:28   224/1000    train       70/140        22.5%      5.31E-04    0.00319
 02:14:30   224/1000     val        10/19         22.5%      5.31E-04    0.00316
 02:14:31   224/1000    train       80/140        22.5%      5.31E-04    0.00303
 02:14:34   224/1000     val        12/19         22.5%      5.31E-04    0.00360
 02:14:34   224/1000    train       90/140        22.5%      5.31E-04    0.00256
 02:14:36   224/1000    train      100/140        22.5%      5.31E-04    0.00351
 02:14:37   224/1000     val        14/19         22.5%      5.31E-04    0.00295
 02:14:37   224/1000    train      110/140        22.5%      5.31E-04    0.00320
 02:14:41   224/1000     val        16/19         22.5%      5.31E-04    0.00378
 02:14:41   224/1000    train      120/140        22.5%      5.31E-04    0.00269
 02:14:42   224/1000    train      130/140        22.5%      5.31E-04    0.00261
 02:14:44   224/1000     val        18/19         22.5%      5.31E-04    0.00320
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:14:46   225/1000    train        0/140        22.5%      5.31E-04    0.00276
 02:14:49   225/1000     val         1/19         22.5%      5.31E-04    0.00332
 02:14:49   225/1000    train       10/140        22.5%      5.31E-04    0.00259
 02:14:50   225/1000    train       20/140        22.5%      5.31E-04    0.00243
 02:14:53   225/1000     val         3/19         22.5%      5.31E-04    0.00363
 02:14:54   225/1000    train       30/140        22.5%      5.31E-04    0.00288
 02:14:56   225/1000     val         5/19         22.5%      5.31E-04    0.00301
 02:14:56   225/1000    train       40/140        22.5%      5.31E-04    0.00301
 02:14:58   225/1000    train       50/140        22.5%      5.31E-04    0.00307
 02:15:00   225/1000     val         7/19         22.5%      5.31E-04    0.00353
 02:15:01   225/1000    train       60/140        22.5%      5.31E-04    0.00321
 02:15:03   225/1000     val         9/19         22.6%      5.31E-04    0.00387
 02:15:04   225/1000    train       70/140        22.6%      5.31E-04    0.00284
 02:15:05   225/1000    train       80/140        22.6%      5.31E-04    0.00281
 02:15:07   225/1000     val        11/19         22.6%      5.31E-04    0.00288
 02:15:09   225/1000    train       90/140        22.6%      5.31E-04    0.00272
 02:15:10   225/1000     val        13/19         22.6%      5.31E-04    0.00317
 02:15:10   225/1000    train      100/140        22.6%      5.31E-04    0.00278
 02:15:13   225/1000    train      110/140        22.6%      5.31E-04    0.00295
 02:15:14   225/1000     val        15/19         22.6%      5.31E-04    0.00300
 02:15:16   225/1000    train      120/140        22.6%      5.31E-04    0.00282
 02:15:17   225/1000     val        17/19         22.6%      5.31E-04    0.00249
 02:15:18   225/1000    train      130/140        22.6%      5.31E-04    0.00257
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:15:21   226/1000    train        0/140        22.6%      5.31E-04    0.00262
 02:15:22   226/1000     val         0/19         22.6%      5.31E-04    0.00335
 02:15:24   226/1000    train       10/140        22.6%      5.31E-04    0.00263
 02:15:25   226/1000     val         2/19         22.6%      5.31E-04    0.00291
 02:15:26   226/1000    train       20/140        22.6%      5.31E-04    0.00315
 02:15:29   226/1000     val         4/19         22.6%      5.31E-04    0.00316
 02:15:29   226/1000    train       30/140        22.6%      5.31E-04    0.00269
 02:15:31   226/1000    train       40/140        22.6%      5.31E-04    0.00289
 02:15:33   226/1000     val         6/19         22.6%      5.31E-04    0.00298
 02:15:33   226/1000    train       50/140        22.6%      5.31E-04    0.00294
 02:15:36   226/1000     val         8/19         22.6%      5.31E-04    0.00339
 02:15:36   226/1000    train       60/140        22.6%      5.31E-04    0.00299
 02:15:38   226/1000    train       70/140        22.7%      5.31E-04    0.00263
 02:15:40   226/1000     val        10/19         22.7%      5.31E-04    0.00282
 02:15:40   226/1000    train       80/140        22.7%      5.31E-04    0.00304
 02:15:44   226/1000     val        12/19         22.7%      5.31E-04    0.00376
 02:15:44   226/1000    train       90/140        22.7%      5.31E-04    0.00281
 02:15:46   226/1000    train      100/140        22.7%      5.31E-04    0.00306
 02:15:47   226/1000     val        14/19         22.7%      5.31E-04    0.00298
 02:15:48   226/1000    train      110/140        22.7%      5.31E-04    0.00243
 02:15:51   226/1000     val        16/19         22.7%      5.31E-04    0.00359
 02:15:51   226/1000    train      120/140        22.7%      5.31E-04    0.00253
 02:15:53   226/1000    train      130/140        22.7%      5.31E-04    0.00301
 02:15:54   226/1000     val        18/19         22.7%      5.31E-04    0.00314
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:15:56   227/1000    train        0/140        22.7%      5.31E-04    0.00274
 02:15:59   227/1000     val         1/19         22.7%      5.31E-04    0.00384
 02:15:59   227/1000    train       10/140        22.7%      5.31E-04    0.00299
 02:16:01   227/1000    train       20/140        22.7%      5.31E-04    0.00300
 02:16:03   227/1000     val         3/19         22.7%      5.31E-04    0.00355
 02:16:04   227/1000    train       30/140        22.7%      5.31E-04    0.00268
 02:16:06   227/1000     val         5/19         22.7%      5.31E-04    0.00300
 02:16:06   227/1000    train       40/140        22.7%      5.31E-04    0.00348
 02:16:08   227/1000    train       50/140        22.7%      5.31E-04    0.00309
 02:16:10   227/1000     val         7/19         22.7%      5.31E-04    0.00320
 02:16:12   227/1000    train       60/140        22.7%      5.31E-04    0.00313
 02:16:13   227/1000     val         9/19         22.8%      5.31E-04    0.00322
 02:16:14   227/1000    train       70/140        22.8%      5.31E-04    0.00284
 02:16:15   227/1000    train       80/140        22.8%      5.31E-04    0.00283
 02:16:17   227/1000     val        11/19         22.8%      5.31E-04    0.00294
 02:16:19   227/1000    train       90/140        22.8%      5.31E-04    0.00289
 02:16:20   227/1000     val        13/19         22.8%      5.31E-04    0.00329
 02:16:21   227/1000    train      100/140        22.8%      5.31E-04    0.00287
 02:16:23   227/1000    train      110/140        22.8%      5.31E-04    0.00248
 02:16:24   227/1000     val        15/19         22.8%      5.31E-04    0.00298
 02:16:26   227/1000    train      120/140        22.8%      5.31E-04    0.00375
 02:16:27   227/1000     val        17/19         22.8%      5.31E-04    0.00266
 02:16:27   227/1000    train      130/140        22.8%      5.31E-04    0.00327
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:16:31   228/1000    train        0/140        22.8%      5.31E-04    0.00276
 02:16:32   228/1000     val         0/19         22.8%      5.31E-04    0.00345
 02:16:34   228/1000    train       10/140        22.8%      5.31E-04    0.00270
 02:16:35   228/1000     val         2/19         22.8%      5.31E-04    0.00288
 02:16:36   228/1000    train       20/140        22.8%      5.31E-04    0.00318
 02:16:39   228/1000     val         4/19         22.8%      5.31E-04    0.00296
 02:16:39   228/1000    train       30/140        22.8%      5.31E-04    0.00257
 02:16:41   228/1000    train       40/140        22.8%      5.31E-04    0.00304
 02:16:42   228/1000     val         6/19         22.8%      5.31E-04    0.00296
 02:16:43   228/1000    train       50/140        22.8%      5.31E-04    0.00262
 02:16:46   228/1000     val         8/19         22.8%      5.31E-04    0.00352
 02:16:46   228/1000    train       60/140        22.8%      5.31E-04    0.00260
 02:16:48   228/1000    train       70/140        22.9%      5.31E-04    0.00289
 02:16:50   228/1000     val        10/19         22.9%      5.31E-04    0.00288
 02:16:50   228/1000    train       80/140        22.9%      5.31E-04    0.00333
 02:16:53   228/1000     val        12/19         22.9%      5.31E-04    0.00373
 02:16:54   228/1000    train       90/140        22.9%      5.31E-04    0.00308
 02:16:55   228/1000    train      100/140        22.9%      5.31E-04    0.00252
 02:16:57   228/1000     val        14/19         22.9%      5.31E-04    0.00303
 02:16:57   228/1000    train      110/140        22.9%      5.31E-04    0.00224
 02:17:01   228/1000     val        16/19         22.9%      5.31E-04    0.00358
 02:17:01   228/1000    train      120/140        22.9%      5.31E-04    0.00304
 02:17:03   228/1000    train      130/140        22.9%      5.31E-04    0.00323
 02:17:04   228/1000     val        18/19         22.9%      5.31E-04    0.00306
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:17:06   229/1000    train        0/140        22.9%      5.31E-04    0.00307
 02:17:09   229/1000     val         1/19         22.9%      5.31E-04    0.00352
 02:17:09   229/1000    train       10/140        22.9%      5.31E-04    0.00311
 02:17:11   229/1000    train       20/140        22.9%      5.31E-04    0.00256
 02:17:12   229/1000     val         3/19         22.9%      5.31E-04    0.00346
 02:17:14   229/1000    train       30/140        22.9%      5.31E-04    0.00313
 02:17:15   229/1000     val         5/19         22.9%      5.31E-04    0.00297
 02:17:15   229/1000    train       40/140        22.9%      5.31E-04    0.00287
 02:17:18   229/1000    train       50/140        22.9%      5.31E-04    0.00270
 02:17:20   229/1000     val         7/19         22.9%      5.31E-04    0.00344
 02:17:21   229/1000    train       60/140        22.9%      5.31E-04    0.00299
 02:17:23   229/1000     val         9/19         23.0%      5.31E-04    0.00304
 02:17:23   229/1000    train       70/140        23.0%      5.31E-04    0.00305
 02:17:26   229/1000    train       80/140        23.0%      5.31E-04    0.00334
 02:17:27   229/1000     val        11/19         23.0%      5.31E-04    0.00304
 02:17:28   229/1000    train       90/140        23.0%      5.31E-04    0.00261
 02:17:30   229/1000     val        13/19         23.0%      5.31E-04    0.00329
 02:17:30   229/1000    train      100/140        23.0%      5.31E-04    0.00300
 02:17:32   229/1000    train      110/140        23.0%      5.31E-04    0.00275
 02:17:34   229/1000     val        15/19         23.0%      5.31E-04    0.00308
 02:17:36   229/1000    train      120/140        23.0%      5.31E-04    0.00396
 02:17:38   229/1000     val        17/19         23.0%      5.31E-04    0.00255
 02:17:38   229/1000    train      130/140        23.0%      5.31E-04    0.00277
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:17:40   230/1000    train        0/140        23.0%      5.31E-04    0.00247
 02:17:42   230/1000     val         0/19         23.0%      5.31E-04    0.00307
Visualizing ...
Generating html visualization ...
DONE
 02:17:52   230/1000    train       10/140        23.0%      5.31E-04    0.00346
 02:17:53   230/1000     val         2/19         23.0%      5.31E-04    0.00359
 02:17:54   230/1000    train       20/140        23.0%      5.31E-04    0.00247
 02:17:58   230/1000     val         4/19         23.0%      5.31E-04    0.00287
 02:17:58   230/1000    train       30/140        23.0%      5.31E-04    0.00326
 02:17:59   230/1000    train       40/140        23.0%      5.31E-04    0.00323
 02:18:01   230/1000     val         6/19         23.0%      5.31E-04    0.00302
 02:18:01   230/1000    train       50/140        23.0%      5.31E-04    0.00286
 02:18:05   230/1000     val         8/19         23.0%      5.31E-04    0.00319
 02:18:05   230/1000    train       60/140        23.0%      5.31E-04    0.00339
 02:18:07   230/1000    train       70/140        23.1%      5.31E-04    0.00284
 02:18:08   230/1000     val        10/19         23.1%      5.31E-04    0.00298
 02:18:09   230/1000    train       80/140        23.1%      5.31E-04    0.00286
 02:18:12   230/1000     val        12/19         23.1%      5.31E-04    0.00352
 02:18:12   230/1000    train       90/140        23.1%      5.31E-04    0.00263
 02:18:14   230/1000    train      100/140        23.1%      5.31E-04    0.00347
 02:18:16   230/1000     val        14/19         23.1%      5.31E-04    0.00299
 02:18:16   230/1000    train      110/140        23.1%      5.31E-04    0.00281
 02:18:19   230/1000     val        16/19         23.1%      5.31E-04    0.00373
 02:18:19   230/1000    train      120/140        23.1%      5.31E-04    0.00362
 02:18:21   230/1000    train      130/140        23.1%      5.31E-04    0.00268
 02:18:23   230/1000     val        18/19         23.1%      5.31E-04    0.00313
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:18:24   231/1000    train        0/140        23.1%      5.31E-04    0.00238
 02:18:27   231/1000     val         1/19         23.1%      5.31E-04    0.00357
 02:18:27   231/1000    train       10/140        23.1%      5.31E-04    0.00307
 02:18:29   231/1000    train       20/140        23.1%      5.31E-04    0.00288
 02:18:31   231/1000     val         3/19         23.1%      5.31E-04    0.00363
 02:18:32   231/1000    train       30/140        23.1%      5.31E-04    0.00315
 02:18:34   231/1000     val         5/19         23.1%      5.31E-04    0.00295
 02:18:34   231/1000    train       40/140        23.1%      5.31E-04    0.00297
 02:18:36   231/1000    train       50/140        23.1%      5.31E-04    0.00307
 02:18:38   231/1000     val         7/19         23.1%      5.31E-04    0.00345
 02:18:39   231/1000    train       60/140        23.1%      5.31E-04    0.00277
 02:18:41   231/1000     val         9/19         23.2%      5.31E-04    0.00296
 02:18:41   231/1000    train       70/140        23.2%      5.31E-04    0.00280
 02:18:43   231/1000    train       80/140        23.2%      5.31E-04    0.00280
 02:18:45   231/1000     val        11/19         23.2%      5.31E-04    0.00302
 02:18:47   231/1000    train       90/140        23.2%      5.31E-04    0.00259
 02:18:48   231/1000     val        13/19         23.2%      5.31E-04    0.00344
 02:18:49   231/1000    train      100/140        23.2%      5.31E-04    0.00284
 02:18:51   231/1000    train      110/140        23.2%      5.31E-04    0.00311
 02:18:51   231/1000     val        15/19         23.2%      5.31E-04    0.00313
 02:18:54   231/1000    train      120/140        23.2%      5.31E-04    0.00284
 02:18:55   231/1000     val        17/19         23.2%      5.31E-04    0.00247
 02:18:56   231/1000    train      130/140        23.2%      5.31E-04    0.00290
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:18:59   232/1000    train        0/140        23.2%      5.31E-04    0.00266
 02:19:00   232/1000     val         0/19         23.2%      5.31E-04    0.00308
 02:19:02   232/1000    train       10/140        23.2%      5.31E-04    0.00235
 02:19:04   232/1000     val         2/19         23.2%      5.31E-04    0.00298
 02:19:04   232/1000    train       20/140        23.2%      5.31E-04    0.00332
 02:19:07   232/1000     val         4/19         23.2%      5.31E-04    0.00312
 02:19:07   232/1000    train       30/140        23.2%      5.31E-04    0.00236
 02:19:09   232/1000    train       40/140        23.2%      5.31E-04    0.00282
 02:19:11   232/1000     val         6/19         23.2%      5.31E-04    0.00290
 02:19:11   232/1000    train       50/140        23.2%      5.31E-04    0.00285
 02:19:14   232/1000     val         8/19         23.2%      5.31E-04    0.00358
 02:19:14   232/1000    train       60/140        23.2%      5.31E-04    0.00261
 02:19:16   232/1000    train       70/140        23.3%      5.31E-04    0.00291
 02:19:18   232/1000     val        10/19         23.3%      5.31E-04    0.00286
 02:19:18   232/1000    train       80/140        23.3%      5.31E-04    0.00224
 02:19:21   232/1000     val        12/19         23.3%      5.31E-04    0.00385
 02:19:21   232/1000    train       90/140        23.3%      5.31E-04    0.00268
 02:19:23   232/1000    train      100/140        23.3%      5.31E-04    0.00284
 02:19:25   232/1000     val        14/19         23.3%      5.31E-04    0.00306
 02:19:26   232/1000    train      110/140        23.3%      5.31E-04    0.00308
 02:19:29   232/1000     val        16/19         23.3%      5.31E-04    0.00355
 02:19:29   232/1000    train      120/140        23.3%      5.31E-04    0.00238
 02:19:31   232/1000    train      130/140        23.3%      5.31E-04    0.00308
 02:19:32   232/1000     val        18/19         23.3%      5.31E-04    0.00337
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:19:33   233/1000    train        0/140        23.3%      5.31E-04    0.00327
 02:19:36   233/1000     val         1/19         23.3%      5.31E-04    0.00369
 02:19:37   233/1000    train       10/140        23.3%      5.31E-04    0.00263
 02:19:38   233/1000    train       20/140        23.3%      5.31E-04    0.00264
 02:19:40   233/1000     val         3/19         23.3%      5.31E-04    0.00379
 02:19:42   233/1000    train       30/140        23.3%      5.31E-04    0.00281
 02:19:44   233/1000     val         5/19         23.3%      5.31E-04    0.00325
 02:19:44   233/1000    train       40/140        23.3%      5.31E-04    0.00345
 02:19:46   233/1000    train       50/140        23.3%      5.31E-04    0.00269
 02:19:47   233/1000     val         7/19         23.3%      5.31E-04    0.00370
 02:19:49   233/1000    train       60/140        23.3%      5.31E-04    0.00352
 02:19:51   233/1000     val         9/19         23.4%      5.31E-04    0.00320
 02:19:51   233/1000    train       70/140        23.4%      5.31E-04    0.00282
 02:19:53   233/1000    train       80/140        23.4%      5.31E-04    0.00251
 02:19:55   233/1000     val        11/19         23.4%      5.31E-04    0.00309
 02:19:57   233/1000    train       90/140        23.4%      5.31E-04    0.00284
 02:19:58   233/1000     val        13/19         23.4%      5.31E-04    0.00329
 02:19:58   233/1000    train      100/140        23.4%      5.31E-04    0.00280
 02:20:00   233/1000    train      110/140        23.4%      5.31E-04    0.00361
 02:20:02   233/1000     val        15/19         23.4%      5.31E-04    0.00332
 02:20:03   233/1000    train      120/140        23.4%      5.31E-04    0.00316
 02:20:05   233/1000     val        17/19         23.4%      5.31E-04    0.00273
 02:20:05   233/1000    train      130/140        23.4%      5.31E-04    0.00271
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:20:08   234/1000    train        0/140        23.4%      5.31E-04    0.00288
 02:20:10   234/1000     val         0/19         23.4%      5.31E-04    0.00333
 02:20:11   234/1000    train       10/140        23.4%      5.31E-04    0.00313
 02:20:13   234/1000     val         2/19         23.4%      5.31E-04    0.00290
 02:20:13   234/1000    train       20/140        23.4%      5.31E-04    0.00262
 02:20:17   234/1000     val         4/19         23.4%      5.31E-04    0.00324
 02:20:17   234/1000    train       30/140        23.4%      5.31E-04    0.00302
 02:20:18   234/1000    train       40/140        23.4%      5.31E-04    0.00317
 02:20:20   234/1000     val         6/19         23.4%      5.31E-04    0.00363
 02:20:21   234/1000    train       50/140        23.4%      5.31E-04    0.00300
 02:20:23   234/1000     val         8/19         23.4%      5.31E-04    0.00327
 02:20:23   234/1000    train       60/140        23.4%      5.31E-04    0.00266
 02:20:26   234/1000    train       70/140        23.5%      5.31E-04    0.00282
 02:20:27   234/1000     val        10/19         23.5%      5.31E-04    0.00305
 02:20:28   234/1000    train       80/140        23.5%      5.31E-04    0.00325
 02:20:31   234/1000     val        12/19         23.5%      5.31E-04    0.00371
 02:20:31   234/1000    train       90/140        23.5%      5.31E-04    0.00289
 02:20:33   234/1000    train      100/140        23.5%      5.31E-04    0.00286
 02:20:34   234/1000     val        14/19         23.5%      5.31E-04    0.00334
 02:20:35   234/1000    train      110/140        23.5%      5.31E-04    0.00272
 02:20:38   234/1000     val        16/19         23.5%      5.31E-04    0.00367
 02:20:38   234/1000    train      120/140        23.5%      5.31E-04    0.00299
 02:20:40   234/1000    train      130/140        23.5%      5.31E-04    0.00237
 02:20:41   234/1000     val        18/19         23.5%      5.31E-04    0.00321
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:20:43   235/1000    train        0/140        23.5%      5.31E-04    0.00368
 02:20:46   235/1000     val         1/19         23.5%      5.31E-04    0.00376
 02:20:46   235/1000    train       10/140        23.5%      5.31E-04    0.00267
 02:20:48   235/1000    train       20/140        23.5%      5.31E-04    0.00301
 02:20:50   235/1000     val         3/19         23.5%      5.31E-04    0.00358
 02:20:52   235/1000    train       30/140        23.5%      5.31E-04    0.00318
 02:20:53   235/1000     val         5/19         23.5%      5.31E-04    0.00330
 02:20:54   235/1000    train       40/140        23.5%      5.31E-04    0.00254
 02:20:55   235/1000    train       50/140        23.5%      5.31E-04    0.00264
 02:20:56   235/1000     val         7/19         23.5%      5.31E-04    0.00387
 02:20:59   235/1000    train       60/140        23.5%      5.31E-04    0.00324
 02:21:01   235/1000     val         9/19         23.6%      5.31E-04    0.00298
 02:21:01   235/1000    train       70/140        23.6%      5.31E-04    0.00307
 02:21:03   235/1000    train       80/140        23.6%      5.31E-04    0.00279
 02:21:05   235/1000     val        11/19         23.6%      5.31E-04    0.00289
 02:21:06   235/1000    train       90/140        23.6%      5.31E-04    0.00268
 02:21:08   235/1000     val        13/19         23.6%      5.31E-04    0.00325
 02:21:08   235/1000    train      100/140        23.6%      5.31E-04    0.00306
 02:21:10   235/1000    train      110/140        23.6%      5.31E-04    0.00281
 02:21:12   235/1000     val        15/19         23.6%      5.31E-04    0.00319
 02:21:13   235/1000    train      120/140        23.6%      5.31E-04    0.00258
 02:21:15   235/1000     val        17/19         23.6%      5.31E-04    0.00268
 02:21:15   235/1000    train      130/140        23.6%      5.31E-04    0.00258
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:21:18   236/1000    train        0/140        23.6%      5.31E-04    0.00307
 02:21:19   236/1000     val         0/19         23.6%      5.31E-04    0.00336
 02:21:21   236/1000    train       10/140        23.6%      5.31E-04    0.00388
 02:21:22   236/1000     val         2/19         23.6%      5.31E-04    0.00337
 02:21:23   236/1000    train       20/140        23.6%      5.31E-04    0.00314
 02:21:26   236/1000     val         4/19         23.6%      5.31E-04    0.00289
 02:21:26   236/1000    train       30/140        23.6%      5.31E-04    0.00340
 02:21:28   236/1000    train       40/140        23.6%      5.31E-04    0.00320
 02:21:30   236/1000     val         6/19         23.6%      5.31E-04    0.00314
 02:21:31   236/1000    train       50/140        23.6%      5.31E-04    0.00299
 02:21:34   236/1000     val         8/19         23.6%      5.31E-04    0.00354
 02:21:34   236/1000    train       60/140        23.6%      5.31E-04    0.00255
 02:21:36   236/1000    train       70/140        23.7%      5.31E-04    0.00325
 02:21:37   236/1000     val        10/19         23.7%      5.31E-04    0.00293
 02:21:38   236/1000    train       80/140        23.7%      5.31E-04    0.00310
 02:21:40   236/1000     val        12/19         23.7%      5.31E-04    0.00445
 02:21:41   236/1000    train       90/140        23.7%      5.31E-04    0.00285
 02:21:43   236/1000    train      100/140        23.7%      5.31E-04    0.00274
 02:21:45   236/1000     val        14/19         23.7%      5.31E-04    0.00306
 02:21:45   236/1000    train      110/140        23.7%      5.31E-04    0.00299
 02:21:48   236/1000     val        16/19         23.7%      5.31E-04    0.00501
 02:21:48   236/1000    train      120/140        23.7%      5.31E-04    0.00249
 02:21:50   236/1000    train      130/140        23.7%      5.31E-04    0.00314
 02:21:52   236/1000     val        18/19         23.7%      5.31E-04    0.00337
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:21:54   237/1000    train        0/140        23.7%      5.31E-04    0.00265
 02:21:56   237/1000     val         1/19         23.7%      5.31E-04    0.00325
 02:21:56   237/1000    train       10/140        23.7%      5.31E-04    0.00270
 02:21:58   237/1000    train       20/140        23.7%      5.31E-04    0.00272
 02:22:00   237/1000     val         3/19         23.7%      5.31E-04    0.00332
 02:22:01   237/1000    train       30/140        23.7%      5.31E-04    0.00302
 02:22:03   237/1000     val         5/19         23.7%      5.31E-04    0.00272
 02:22:03   237/1000    train       40/140        23.7%      5.31E-04    0.00292
 02:22:06   237/1000    train       50/140        23.7%      5.31E-04    0.00296
 02:22:07   237/1000     val         7/19         23.7%      5.31E-04    0.00333
 02:22:09   237/1000    train       60/140        23.7%      5.31E-04    0.00225
 02:22:10   237/1000     val         9/19         23.8%      5.31E-04    0.00314
 02:22:11   237/1000    train       70/140        23.8%      5.31E-04    0.00250
 02:22:13   237/1000    train       80/140        23.8%      5.31E-04    0.00271
 02:22:15   237/1000     val        11/19         23.8%      5.31E-04    0.00339
 02:22:16   237/1000    train       90/140        23.8%      5.31E-04    0.00271
 02:22:18   237/1000     val        13/19         23.8%      5.31E-04    0.00370
 02:22:18   237/1000    train      100/140        23.8%      5.31E-04    0.00297
 02:22:21   237/1000    train      110/140        23.8%      5.31E-04    0.00334
 02:22:22   237/1000     val        15/19         23.8%      5.31E-04    0.00309
 02:22:23   237/1000    train      120/140        23.8%      5.31E-04    0.00365
 02:22:24   237/1000     val        17/19         23.8%      5.31E-04    0.00256
 02:22:25   237/1000    train      130/140        23.8%      5.31E-04    0.00269
training run exp-model_v1-fc-cd
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    Loss
 02:22:28   238/1000    train        0/140        23.8%      5.31E-04    0.00277
 02:22:29   238/1000     val         0/19         23.8%      5.31E-04    0.00290
 02:22:31   238/1000    train       10/140        23.8%      5.31E-04    0.00283
 02:22:32   238/1000     val         2/19         23.8%      5.31E-04    0.00293
 02:22:33   238/1000    train       20/140        23.8%      5.31E-04    0.00274
 02:22:37   238/1000     val         4/19         23.8%      5.31E-04    0.00313
 02:22:37   238/1000    train       30/140        23.8%      5.31E-04    0.00263
 02:22:39   238/1000    train       40/140        23.8%      5.31E-04    0.00333
 02:22:40   238/1000     val         6/19         23.8%      5.31E-04    0.00298
